essay_id,full_text,score,predicted_score,score_structure,score_grammar,score_development
6c18dde,"Venus

Venus is the closest planet to earth and in terms of density and size. Venus is a very interesting place that scientists are always trying to find a way to discover new things about Venus, but that the planet is so inhospitable. Astronomers are so amazed by Venus because Venus may be the most earth-like planet in our solar system. Venus can have some features that the earth has and that it's our nearest option for a planetary visit. Venus can be a challenge to us because we human have curiosity what that planet can offer to us.

Venus has some smiliar and difference to earth because they both have different speed on the way they orbit the sun. Venus can be a challenge to us because it can be hard for us to get there. In that the degree temperature on Venus surface is over 800 degrees faherenheit and that atomsperic pressure is 90 times greater than we experience on our planet. Even though that Mercury is closer to our sun Venus has the hottest surface temperature. The National Aeronautics and Space Administration wants to send humans to study Venus so they can answers to there questions that they have.

To study Venus, it has risks because researchers cannot take samples of rocks, gas, or anything else, from a distance. Therefore scientists are trying to find ways to get a close up look or to get things from there to take back to earth, but in order to do that there are risks. Researchers are trying to build machines that can last long, at least to get some information about Venus. The National Aeronautics and Space Administration are simplifing some electronics and trying to look back to an old technology called mechanical computers. Venus has gained value to humans because we are so curious when we find out something new and we just need answers in order for us to stop being curious.

The whole main thing is that humans always face new challenges and with those challenges we try to overcome it. Venus made humans curious because there are some smiliarties and differences about earth. But in order to try to find answers there can be risks. Humans always tries to find ways to get answer, facing new obstacles, building new stuff, or just predicting things. Venus is a new challenge for us, but with the right techniques we well find answers.",3,3.0,3.0,3.0,2.0
96b0039,"I disagree that the use of this technology to read the emotional expressions of students in a classroom is valuable because why should we care if this kind of technology knows about our emotions, It is a waste of time and money, worst things could happen if FACS becomes the next big thing.

First, why should we care if this kind of technology knows about our emotions. Technology is basically making life easier to work. For example building constructions with cranes, using snow blowers to get the driveway cleared up faster, building wind turbines and solar panels to harvest energy from the earths elements. This type of technology does not need to know how we feel. Technology should only envolve if it is going to greatly effect the future in a positive way.

Second, it is a waste of time and money. There is no benefit of having Facial Action Coding System but one, reading our emotions. It is the peoples' job to know how all of us feel. People who are into technology should only spend money if and only if they are making life easier. FACS should not be pattented, it is a waste of time, and no benefit but one and that is reading our emotions.

Last but not least, worst things could happen if FACS becomes the next big thing. People out there already making androids that speak like humans, look like humans, and eventually act like ones. What is next? Androids doing their own job by doing curtain actions, or maybe taking our everyday jobs so that we can sit on our couch being lazy, and get fat because we are no longer proactive. My history teacher said,""When is helping hurting?"" You don't realise it until something bad happens.

In conclusion, the use of technology to read the emotional expressions of students in a classroom is ""not"" valuable because we shoud not care if FACS knows about our emotions. It is a waste of time and money because it does not make life easier, and worst things could happen if this kind of technology becomes the next big thing.",3,2.0,2.0,2.0,2.0
2c90891,"Ever wonder how the world would be without cars?  Some advantages would be, cutdown on smog, less traffic jams, and much less car incipients. The world would positively be changed. Paris has already taken action to fight against the crisis of these negative effects on the city.

Parking is one problem about going somewhere like the beach and you cant be close to the beach because someone is already there. VAUBAN, Germany-Residents of his upscale community are suburban pioneers, going where few soccer moms oc commuting executives have ever gone before: they have given up their cars, according to Elisabeth Rosenthal, source 1, paragraph 1. Therefore, car accidents may happen at a higher chance, due to the overload of cars on the road. Cars are best used for far traveling and can go much faster and carry more of a load when going on a 200 mile trip, I would not want to have a bike.

According to source 2, Robert Duffer, claims in paragraph 1, Paris enforced a partial driving ban to clear the air of the global city. They put a 22-euro or $31 fine on anyone that did not leave their cars at home, according to paragraph 2. During that fine, 4,000 drivers were fined. Reducing car use can make the air or sky clear without smog, Diesel fuel was to blame. Paris has typically more smog than other European capitals, because Diesel makes up 67 percent of vehicles in france.

Remember those time comsuming traffic jams that cause you to be late for just about anyhting? Moreover, limiting car usage can stop all those incidents and can clear up all of the roadways. Bikes, trams, city buses, can change the world of pollution. Delivery companies complained of lost revenue, while exceptions were made for plug-in-cars, hybrids, and cars carrying three or more passengers, according to source 2. The bikes through the city can be more friendly and also give opportunity for getting to know your neighbors in your neighborhood.

Reducing the car use will definetly benefit lots of people. What do you think the world would be like without cars? Would the deletion of cars set us apart from shipping? The people that enjoy traveling, they would have to switch to a hybrid or gas friendly car in order to save the environment and money.    ",3,3.0,3.0,3.0,3.0
621dec3,"Do you believe in aliens? If so do you believe they left acients remains behind? If you do you're not the only one . About 25 years ago NASA's Viking 1 space craft was circling the planet of Mars , snapping pictures of possible landing zones for it's sister ship viking 2, when it spotted the likeness of a human face . The head was aproximatly two miles long and was staring back at the cameres from a region from Mars called Cydonia .

Mission control were suprised at first until they realised it was just another ""Martian mesa"". A few days later NASA unveiled the image to the public and the caption noted huge rock formation . . . which resembles a human head . . . formed by shadows giving the illusion of eyes, nose, and mouth. The authors reasoned it was a great way to attract attention to Mars . The ""Face on Mars "" has became a pop icon it has starred in many magazines and books.

All the fame that came from the marking soon died out this was all just a natural land formation , it had nothing to do with aliens . Have you ever heard of the

Snake River Plain of Idaho , well it has the same natural formations such as Mars. Many people including you believe that aliens created it ,but there is no proof , in contrast aliens have never even been discovered so why conclude they made this natural formation.

However there is a reason why some people may believ that this is an alien making. The cameras that were used that day had trouble getting a clear image because of the cloudy weather that day. So the image is very blurred which may lead to some differnt reasoning on the ""Face on Mars"". NASA try their best to get better shots to prove if it was an alien artifact or not , We felt this was important to taxpayers, said Jim Garvin .

Although , this image would bring NASA biliions of dollars if it had been discovered near an ancient civilization .It was only a natural earth formation caused by natural causes , if there was an earthquake would you think aliens made that to . No , exactly because aliens do not exist as we know it. We have no proof that they exist to why conclude that they had made markings on Mars . Just to prove to conspirists like you that aliens didn't leave a marking NASA went to the same spot they took the first images and and retook them again in better weather conditions. They once again found nothing that would relate to a ""martain marking"".

In conclusion , the ""Face On Mars"" was just a natural formation. This happens in many places on earth too . Which is why you should believe that aliens didnt leave a mark on mars . What the picture actually shows is the Martian equivalent of a butte or mesa.",4,3.0,3.0,3.0,3.0
e328a1a,"Cars,  a right and a way of transportation that we as people of the untired states have, used by many as a source of going from point a to point b. But if while going to those places you relized you where just killing the earth every mile at a time. Cars give off gas that pollutes the air and harms us, and  begins to create green house gases. Over time these gases could do very harmful things to us. The soulution isnt as simple as everyone in the world giving up there car, But what if there is a long term soultion to fix this big problem.

In Vauban, Germany residents of this

Upper class community have given up cars in a experimental test to see the results of giving up cars to see others ways people could do about getting place to place and helping stop green house gases along the way. The results of doing this could mean that other countries, towns and cities may want to try this as well. In the town people make there way around by transportation such as bikes, running and walking. With this in mine you may be thinking what is I want to go the mall and its down a highway? Easy if the plan did happen things like malls, stores, food markets would be down the street so you can still enjoy the things you love but not have  to spend money on gas and car payments anymore.

Paris bans driving due to smog, After 2 days of record breaking pollution paris put into effect a new rule that would clear up there city. On a Monday all cars where to not be on roads and stayed parked. With the option to leave your car at home or pay a fine of 22 euro's, 4000 drivers were fined and 27 got there car towed away. With smog polluting the air tempertures and weather changes begin to happen with cold night and warm days car emissons where  trapped by warmer air. The act was a success and most pollution in the city was gone so by tuesday everyone could return back to driving.

In Bogota, Columbia Only buses and traxis where permitted fir the Day with a population of 7 million, the whole thing was a huge success and there was a huge turnout. The purpose of this was athe goal to promote alternative transpotation and reduce smog. Millions of colombians biked, skated hiked and took buses during the car free day leaving traffic jams and easing stress to many people. Authorties came to Bogota to see the event and not only where they enthusiastic but with them liking how the even happened it means they could do it for there city making a chain recation to more and more till all people would like to participate in this oppurtunity to help save the earth. This event was not a tragicic loss of not being able to drive it was just showing that there are other means of transportation and not driving your car can help you in many ways.

So with these efforts of showing it dosent hurt to try something and it can be a train reaction to starting something big to end green houses gases that people all over give to the earth on a daily baisis. This just shows that cities like ours could try things like this and maybe help start something that can have sucha huge impact on our lives. With this maybe peopl ewill start to relize tha tcars arent all a big thing, and maybe the peak could come to a end and people could start somehting new. With car purchases and miles on car dropping the way to old ways of transposrtation can resurface as main ways to get to places. This can help our states because in the whole world 50 percent of polution comes from the United States. This can be a problem because if we want to see changei n out world we need to start off small to get to the end of green house gases.                      ",3,3.0,3.0,2.0,3.0
4728682,"Some people say that being a Seagoing Cowboy would be a dull job.

What is a Seagoing Cowboy you ask, well it is a person who delivers cattle to people in need.

It was World War 2 and people around the world needed help with ways to get food.

I felt like I could do something for them, so I decided to be a Seagoing Cowboy.

If you feel that way then I encourage you to join the Sea Cowboys.

There were many reasons why joining the Seagoing Cowboys is a cool thing and here is one.

For the experinces!

I was a small town boy and had not got to see a lot of the big world that we live in.

The sign up sheet said we would not only help the people in need we would also get to see some of the amazing sights in that country.

That was no lie!

On my journeys I saw the Acropolis in Greece, the Panama Canal, and a recently excavated castle in Crete.

I also got to ride in a gondola in Venice, Italy.

Another thing that not many people could say is that you crossed the Atlantic Ocean 16 times and the Pacific twice.

Another reason why you should join the Seagoing Cowboys is that you have a chance to serve your country without killing another person.

On my first trip as a Seagoing Cowboy, I turned 18. That is when you are old enough to be drafted to the army.

When the draft board found out I was being a Seagoing Cowboy, they told me to do that as my service.

If you don't like the thought of shooting people, then maybe you could be a Seagoing Cowboy. You would help people get food, not have to shoot anybody, and serve your country.

Now you know some reasons why you should join the Seagoing Cowboys.

I hope to see you aboard soon.",3,3.0,3.0,3.0,3.0
efc14af,"Driverless cars have always been something to look forward to. They're thought to be hassle free, safer, and more environmentally friendly. However, these cars are not completely driver free, can't promise the safety of others, and can give drivers the free pass to be unalert on the road. Driverless cars are thought of as the ""future"", but inreality they're much too advanced and unreliable for the near future that they're being intorduced in.

Driverless cars are not a thing of our future but an unnecessary problem that we are bringing upon ourselves. In the article, it states that driverless cars are not completely driverless and still require assitance around raodblocks and tough traffic situations. This is counterproductive and takes away the accessibility of these cars. The cars would also require new roads to drive on, which would be very expensive and take a long time. These cars are also going to appeal to people who don't have their license such as teens that could be injured trying to drive a car that still needs assistance. If a teenager or child were to get in that car ,thinking it would take them places, and get stuck in a traffic jam then many people could get hurt and it would look bad on the parents and manufacturers. This article also stated that the cars would need the driver to be alert, however there is nothing in the car to alert the driver or keep the driver interested in what's happenig on the road in front of them. This could encourage dangerous driving habits that could pollute the minds of drivers. the article also never stated how the car would know where it was going. The car could get a person lost or stuck in an unkown place. These cars would come with problems that would build up until the car would no longer be worth fixing.

In conclusion, I beleive that our future is not ready for such an advncement. These cars could cause unnecessary problems for the general public such as the expenses to build new roads and the risk of inexperienced drivers getting hurt. Although they could use less fuel and could make driving a little safer, the benefits do not outweigh the risks. The driverless car is a luxury that should be put on hold until our future generations are ready for the responsibilty of using these cars correctly and going through the process of making them a safe, and effiecient reality.    ",4,3.0,3.0,3.0,3.0
2f1110c,"TO THE FELLOW CITIZENS OUT THERE WE ARE LIMITING CAR'S BECAUES PEOPLE DONT LIKE TO PAY THERE CAR, BECAUES THEY EIGTHER DONT HAVE THE MONEY FOR IT OR THEY JUST DONT WANNA PAY IT.. PEOPLE ALL AROUND THE COUNTRY DONT LIEK AYING THER CADR THATS WHY PEOPLES CAR GET TODE BECAUSE PEOPLE ARE LAZY..WHEN A CHILD HAS A SOCCER GAME TO GO TO WHAT WOULD YOU DO IF YOU DONT HAVE A CAR TO GET THERE ?OYU PROBABLY DO EVERYTHING YOU CANTO GET THERE TO SUPPORT YOUR CHILD...

IN GERMAN LIFE GOES WITHOUT CARS.. IN EVERY STATE PEOPLES CAR GET TODE FOR NOT DOING WHAT THEY NEED TO DO FOR THEE CAR..AS A RESULT, 60 PERCENT OF PEOPLE DONT OWN A CAR AND 42 PERCENT OF PEOPLE SOLD THERE CAR TO MOVE IN A DIFFERENT HOME..WHEN SOME PEOPLE HAVE CARS THEY LOVE TO GO DO WHAT THEY LIKE O DO TO HAVE FUN.WHEN KIDS HAVE BICYCLES MAKE SURE YOUR OUTSIDE WITH THEM BE YOU WOULDNT WANT THEM TO GET HIT BY A CAR OR YOU DONT WANT THEM TO GET HURT.. IN THE UNITED STATES THE ENVIRMOENTAL PROTECTION AGENCY IS PROMOTING ""CAR REDUCED "" COMMUNITIES ,AND LEGISLATORS ARE STARTING TO ACT, IF CAUTIOSLY..

PARIS BANS DRIVING DUE TO SMOG..ALOT OF PEOPLES GET FINES FOR NOT PAYING THERE TICKETS OR THEY DO STUFF THAT THEY SHOULDNT BE DOING..LIKE 4,000 DRIVERS WERE FINESAND TWENTY SEVEN PEOPLE HAD THEIR CARS IMPOUNDED FOR THEIR REACTION TO THE FINES.. DIESELS MAKE UP 67 PERCENT FRANCE , COMPARED 53.3 PERCENT OF DIESEL ENGINES IN THE REST OR WESTERN EUROPE , ACCORDING TO REUTERS..PEOPLE WHO DONT HAVE LICENSE NEEDA STOP DRIVING OR THEY WILL GET PULLED OVER AND THEY WILL GET A TICKET AND WILL HAVE TO PAY ALO OF MONEY TO GET IT BACK..

CAR-FREE DAY IS SPINNING INTO A BIG HIT IN BOGOTA.. IN EVERY YEAR CARS HAVE BEEN BANNED WITH ONLY BUSES AND TAXIS PERMITTED FOR THE DAY WITHOUT CARS IN THIS CAPITAL CITY OF 7 MILLION..SMOG VIOLATORS FACES 25$ FINES.WHENEVER PEOPL DONT HAVE CARS THEY COMPAIN ABOUT HOW THEY HATE TO AWALK AND RIDE BIKES , WHY COPLAIN IF U HAVE A CAR U WOULD DO DUMB THINGS TO GET IN TROUBLE.. PEOPLE DONT NEED TO COMPLAIN ABOUT NOTHING BECUAES PEOPLE LIKE TO DO THINGS THEY SHOULDNT DO . DONT DO STUPID THINGS AND MAYBE YOU WOULD HAVE A CAR ..

IN CONCLUTION PEOPLE DONT NEED CARS THEY COULD WALK RIDE A BIKES OR DO SOMETHING .. PEOPLE WHO DONE HAVE LICENSE NEED TO NOT DRIVE BECAUSE THEY CAN GET INTO BIG TROUBLE AND THEY WOULD GO TO JAIL FOR IT ..    ",1,2.0,2.0,2.0,2.0
498d8cc,"Cars. Mostly everyone has been in a car, had a car or most definetly seen a car. They're part of our culture, so deeply engrained that we buy our homes and plan our lives around the commutes we use to go about our lives but recently, cities around the world have been questioning our dependance and need for cars, especially considering the damage they do to our environment. However, the environment doesn't concern the man or woman that is trying to get to work, so what are the other benefits of not having a car? Well, closer locations, a peaceful life style and a close knit community are also elements that come with a world where cars aren't the norm.

For those who think practically, not having a car is a hassel but the thing is that cities that have already implemented this change. Locations are put closer together so that you may only need a car to get to the next city and even then alternate transportations are put in place to help with that. For example Vauban, Germany has completely given up their cars, except for a few placed in choice parking spaces at the edges of the town. Inside the community people ride their bicycles and there are shops placed at close intervals    ",2,3.0,2.0,3.0,3.0
cf7611a,"In ""The Challenge of Exploring Venus,"" the author suggests that studying Venus is a worthy pursuit depsite the dangers it presents. The author uses strong details to support this claim throughout the article. Facts and statistics by NASA and other reliable sources are used to back the claims. The author stands by the opinion that Venus is a worthy pursuit despite the dangers it presents.

The author claims that the idea of inhabiting Venus is worthy due to its similarity to Earth. Paragraph 4 states, ""Astronomers are fascinated by Venus because it may well once have been the most Earth-like planet in our solar system. Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth"" (The Challenge of Exploring Venus). If Venus could've supported human life long ago, it is likely the planet still can. The scientific facts throughout this statement support the author's claim by having a reliable source of information, supporting the idea. Paragraph 4 reads, ""Today, Venus still has some features that are analogous to those on Earth. The planet has a surface of rocky sediment and includes familiar features such as valleys, mountains, and craters"" (The Challenge of Exploring Venus). Venus already has Earth-like landscapes and other similar formations. This supports the author's idea of exploring Venus because it is so similar to Earth, the chances of survival are higher than any other planet.

Although Venus is analogous to Earth, there are slight differences of the two planets. Earth has average low and high temperatures, while the temperatures of Venus are more extreme. Paragraph 5 reads, ""At thirty-plus miles above the surface, temperatures would still be toasty at around 170 degrees Fahrenheit, but the air pressure would be close to that of sea level on Earth. Solar power would be plentiful, and radiaton would not exceed Earth levels. Not easy conditions, but survivable for humans"" (The Challenge of Exploring Venus). As stated, the conditions would not be easy for humans, but survivable at the least. This supports the author's claim because this proves human life could be achieveable overall. This means there is a worthy reason to explore Venus; to discover another habitable planet. Along with successful life on Venus, our modern technology could also survive the planet. Paragraph 5 states, ""Imagine a blimp-like vehicle hovering 30 or so miles above the roiling Venusian landscape. Just as our jet airplanes travel at a higher altitude to fly over many storms, a vehicle hovering over Venus would avoid the unfriendly ground codnitions by staying up and out of their way"" (The Challenge of Exploring Venus). Moreover, if airplanes are already in existence, new aircrafts would need to be slightly adjusted to suit the conditions of Venus. The author's claim is supported in this quote because this is another reason Venus is worth exploring. The technology needed is already almost perfect for the planet, therefore not a problem NASA would have to approach.

Some issues still remain for the exploration, however NASA has already started preparing solutions. The heated state of the planet may be an issue, but NASA is studying a resolution. Paragraph 7 reads, ""For example, some simplified electronics made of silicon carbide have been tested in a chamber simulating the chaos of Venus's surface and have lasted for three weeks in such conditions"" (The Challenge of Exploring Venus). This new technology created could lead to a long-lasting basis for human life, yet another reason exploring Venus is a brilliant idea. Modern technology is too fragile for the harsh heat of the planet, but with some older computers, that as well could survive on Venus. Paragraph 7 reads, ""The thought of (mechanical) computers existing in those days may sound shocking, but these devices make calculations by using gears and levers and do not require electronics at all. Modern computers are enormously powerful, flexible, and quick, but tend to be more delicate when it comes to extreme physical conditions"" (The Challenge of Exploring Venus). This is yet another piece of technology on Earth and prepared for Venus. The author's claim is supported in this statement because it is a simple solution to technology on Venus. There are very few rebuttals that overcome the postive effects of pursuing Venus.

With all the easy fixes, solutions and prep planned for Venus, the author's claim is overwhelmingly supported. The author proved Venus is certainly a worthy pursuit despite the dangers it presents. The positive outcomes outweigh the negatives in almost every aspect of this idea. There are multiple reasons presented in ""The Challenge of Exploring Venus"" that prove attempting to explore Venus has a more successful outlook than not. Throughout the article, the facts and claims highly support the author's claim of Venus being a worthy planet to pursue.",5,3.0,3.0,3.0,3.0
442f36d,"The author has a point that we should study Venus, it maybe an option to vist when earth is well populated. But first, scientise have to over come the dangers of Venus. Then find a way to make our machines to last long. Third thing is that they need to do is finding a way to overcome the many challeng that the planet has for humans to study.

First thing is that scientise have to overcome the many dangers of Venus. Venus's has a planet ""surface, temperatures average over 800 degrees Fahrenheit"" with a ""atomspheric pressure is 90 times more greater than what we experience on our"" planet. Venus being second planet from the sun, ""Venus has the hottest surface temperature of any planet in our solar system, even though that Mercury is closer to"" the sun than Venus. NASA has an idea that might be ""possible solutions to the hostile conditions on the surface of Venus"" is like a ""blimp-like vehicle hovering 30 or so miles above the roiling Venusian landscape."" A ""vehicle hovering over Venus would avoid the unfriendly ground conditions"" and ""at thirty-plus miles above the surface, tempertures would still be toasty at around 170 degrees fahrenheit"" and ""air pressure would be close to that of sea levels on earth.""

Then scientise have to find a way to make their machine last longer.

Do to how the temperatures on Venus are ""800 degrees"" and the machine would be melting to the that kind of heat. NASA is working on a solution to that problem by testing different type of meltal like a ""electronics made from silicon"" have lasted three weeks in a ""simulation of the chaos of Venus's surfaces."" NASA have also look into ""old technology called mechanical computers."" ""These devices make calculations by using gears and leavers and do not require electronics at all"", so they would better for the suface of Venus.

Scientise need to Find a way to over come the challenging planet for humans studys. ""Each misson to Venus ways unmanned, and for good reason."" Since no spacecraft survived the landing for more than a few hours. This could be the issue ""why not a single spaceship has touched down on Venus in more than three decades."" An there are ""numerous factors contribute to Venus's reputation as a challenging planet for humans to study, dispite its proximity to us.""

In conclusion Venus has many problem that contribute to the planet being challenging for human's studys. It is worthy striving to meet the challenge that has presented it self by Venus. ""Venus has value, not only because of the insight to be gained on the planet itself, but also becuase human couriosity will lead us into many equally intimidating endeavors.""",3,3.0,2.0,3.0,3.0
23dbca9,"I believe that driverless cars should be developed because of the many positive capabilities of the cars, advanced technology that is currently available and constantly being improved, and the safety features added by the driverless car.

One major consideration for the development of the driverless car is the environmental benefits. The Google cofounder Sergey Brin says that the cars ""would use half the fuel of toay's taxis."" There is a large fear of increasing gas prices and lack of natural resources in the world today. The production of driverless cars would quell those fears as they are much more fuel efficient than the cars used today. Brin also states that the cars would ""offer far more flexibility than a bus."" This is crucial as the bus usually has a route that it must adhere to while the driverless car can go straight to the desired location. This aspect also positively impacts the environment. Similarly, the advanced technology that is already being created also helps with the development of the driverless car.

Beginning from the late 1950s, the concept of the driverless car was already thought of. Now, the concept is beginning to come to fruition due to the advanced technology created. The most important bit of technology on the driverless car is the spinning sensor on the roof, also known as the LIDAR. The LIDAR is able ""to form a constantly updating 3-D model of the car's surroundings."" Without the LIDAR, the accuracy of the driverless car would be greatly reduced as the car would have no sense of its surroundings. Another technology that was greatly enhanced is the antilock brakes. In the 1980s, the antilock brakes ""used speed sensors at the wheels"" to monitor when the car was becoming out of control. Back then, the antilock brakes only had a sensor to monitor the wheel's speed. Now, the antilock brakes have become more advanced to the point that they are able to ""detect and respond to the danger of out-of-control skids or rollovers."" The antilock brakes have evolved from only having a sensor that monitors speed to sensors that can detect many dangerous conditions. The advancement of car technology greatly affects how safe and successful a driverless car may be. A driverless car would most likely not be able to work in the 1980s with the speed sensor as the antilock brakes. Now, the driverless car would be able to work very effectively as it combines a plethora of sensors and cameras to ensure safety. Speaking of safety, the driverless cars all have a safety feature that guarantees almost the maximum safety potential.

The reliance of a driver within the driverless car finalizes the development of the driverless car. If the car encounters a foreign situation, the driver will just be notified and will take over from there. This concept of passing over the responsibility of driving makes the driverless car very safe. As long as there is an alert driver within the car, the car is almost certainly not going to make any accidents. Car developers designed the driverless car to ""steer, accelerate, and brake themselves, but all to notify the driver when the road ahead requires human skills."" Thus, the car will do most of the driving and when there is a difficult situation, the human driver will take over. This ensure the utmost safety of the driver and the passengers as there is an extremely low risk of an accident occuring. There are ""driver's seats that vibrate"" and the Google car even ""announces when the driver should be prepared to take over."" This increases the safety of the driverless car as the driver will be notified when to take over. Therefore, the driver will also know the situation and will be ready to handle any troubles the driverless car couldn't handle. The safety features positively affect the development of the driverless car.

All in all, the cutbacks on the usage of natural resources, the advanced technology used to increase the safety of the driver, and the many built in safety features advocate for the production of the driverless car.   ",5,3.0,3.0,3.0,3.0
6895712,"Presidential election is held every after four years on the first Monday of the month November. We decide who's going to be our next leader, the President. Electoral College is kind of unfair for some people because they think that whoever got the most popular vote should be President. But to think, what if the people we vote to is not right to be the next President and she/he got that most popular vote? Wouldn't that be a disaster? I say we should keep the Electoral College.

Electoral College process in consists of the electors that have been selected by the people. The ones who got selected are the ones with great intelligence and with great sense of leadership. In the first passage it mentioned that ""The Electoral College has a total of 538 electoras and the majority of electoral votes are required to have 270 electoral votes."" This means that for you to be one of the candidates you atleast have to have 270 electoral votes and this is a good way of picking our candidates to run for us for President.

Remember the election between Obama and Romney? It was close but, not that close. Our President, Obama got 61.7 percent of the electoral vote compared to 51.3 percent of the popular votes for him and Romeny. Almost of every states electoral votes is on a ""winner-take-all"" basis. For every slight of pulrality in each of the states, it creates a ""landslide electoral-vote"". This means that a tie would be possible because the number 538 votes is uneven but, it's mostly not to happen and this is because of Electoral College.

Electoral College avoids the problem of which didn't receive a majority of the votes. In passage three it gave an example about how Nixon in 1968 and Clinton in 1992 both had 43 percent only in pluraity of the popular votes and the winning number of the Electoral College is 301 and 370 electoral votes. Because of Electoral College the pressure that happens in electing the next President to lead us for four years is reduced and it also tells us which is the winner of the election.

If we elect our President using popular votes it migh be a disaster. Because not all of the candidates are that great of leading the whole country and If he/she got selected to be our next leader for the next four years our country would be in a huge chaos. I slightly agree with electing that person and making him/her the next President because they got the most popular votes but, then again I don't think it's the right way of picking our new leader.    ",4,3.0,2.0,3.0,3.0
42f54eb,"Forida senator, I argue to remove the Electoral College and replace it by changing to election by popular vote for the president of the United States. Voting is not fair to the people because they can't vote for the President, only for the state electors, and even if the candidate that won the most popular votes, may not be elected. Also, the winner-takes-all system is not fair to voters because the candidates don't spend time in states they cannot win in or small states and mostly in swing states.

""Under the electoral college system, voters vote not for the president, but for a state of electors, who in turn elect the president."" The passage stated in paragraph 10. Voting has changed over many years, but I think that people should be able to vote for the President and have that candidate win the election if they get the magority of popular votes. If the people want to have that candidate as the President, so be it. Although the Electoral College may help by not having a tied election and have a ""Certainty of Outcome"", but it should be what the people want and vote for. In my opinion, it would be better to not feel like you're putting in a vote that isn't what you wanted. The vote from the people go to state electors for them to choose and that is not truely fair to the people.

The candidates should spend time in all states to try to get their vote instead of the winner-takes-all system; therefore, it should be removed. There are people in the state that have voted for that candidate but they don't go to the state because they only focus on the swing states. I understand that they do go there to try to win the election and become president, but they should at least spend some amount of time in other states. ""During the 2000 campaign, seventeen states didn't see the candidates at all, including Rhode Island and South Carolina, and voters in 25 of the largest media markets didn't get to see a single campaign ad."" As stated in the passage in paragraph 13.

So overall, the electoral college should be replaced by having the popular vote be the decider of who gets to be president. It's fair to the people and to the country.                             ",4,3.0,3.0,3.0,3.0
15dc957,"I believe this could be valuable in classrooms because now in days students use a lot of computers for work. The possiblities this could open up are huge, like making learning more fun for each student and making them enjoy learning. It could also take away advantages and give each student an equal oppertunity to learn and succed.

Lets face the fact, teachers can't make learning fun for every student. But this computer software can. It can use the information about whether your bored or not as stated in the article ""A classroom computer could recognize when a student is becoming confused or bored, Dr. Huang predicts. Then it could modify the lesson, like an effective human instructor."" This could adjust to a students particuler need and make learning more effective and fun for students. By molding to each students particuler way of learning and interests, it could make learning easy.

How this could make learning more fun exactly is it can read your emotion and change how it approaches teaching you, untill it finds your not as confused or bored as stated in the article ""if you smile when a Web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be different."" Eventually it could make it to where each student is enjoying how it is teaching them and they can become more interested and interactive with there learning and studing. If every student had this they could all enjoy learning and studing and it could give each student equal oppertunities to learn and be as smart as possible, one day maybe ending people not graduating.

In conclusion if we had this in school today we would see a giant difference in the amount of students at school and the test scores would blow our current scores out of the water. Why, simply because it would make learning fun for every student not just a handfull, it could make things fair for each student and making learning less a chore rather a hobby. ",4,3.0,3.0,3.0,3.0
6c56dcd,"The Facial Action Coding System:

This tecnhology works for identify the exactly humans emotions,this show the feeling even when they trying to hide the emotions.

This new application make a model of the face and calculate the emotions. the app have six basic emotions: Happiness, surprise, anger, disgust, fear, and sadness also this tecnhology can identify mixed expretions and give us a percentage and created nimated faces more expressive.

for example the mona lisa created by Leonardo da Vinci's. they caculate the emotions to comproved if the app is good, also they practice with students in a classroom.

This innovatios was created by Prof. Thomas Huang, of the beckman institute for advanced science at the university of illinois and working in collaboration with Prof. NIcu Sebe of the University

of Amsterdam.

The FACS help in other areas like the science because the application can see the factions and understood more about the humans and how we can have mixed emotions.   ",1,2.0,2.0,3.0,2.0
76f504c,"Venus is sometiimes called the ""Evening Star"" is one of the brightest points of light in the night sky. However, Venus is actually is a palnet. Examining Venus is very challenging because of its thick atmosphere of almost 97 percent carbon dioxide around it. Even like this the scientists are trying to came close to Venus became Venus may well once have been the most Earlth-like planet in our solar system. We, the humans should pay a vist to our sister planet.

Venus is second planet to the sun but it is the hottest planet in our solar system because ""beyondhight pressure and heat,Venusian geology and weather present additional impediment like erupting volcanoes,powerful earthquakes and frequent lighting strikes to probes seeking to land on its surface"". These are a few reasons why we can't get close to Venus, even though we want to.

The National aeronautics and Space Administration(NASA) is trying to send humans on to Venus. The scientists can peering Venus from far above the planet using ship orbiting and hovering safely can only give the insight of ground on Venus. This is not enough for scientists to really learn what is going on on Venus because they can not get a samples of rock,gas and anything else from a distance.   ",2,3.0,3.0,3.0,3.0
